

Receivable Invoice Detail																
DOLPHIN PLASTICS & PACKAGING																
For the period 1 July 2024 to 30 June 2025																
																
Invoice Number	Invoice Date	Source	Reference	Item Code	Description	Quantity	Unit Price (ex) (AUD)	Discount (ex) (AUD)	GST (AUD)	Gross (AUD)	Invoice Total (AUD)	Balance (AUD)	Contact Account Number	Contact Group	Account Code	Account
																
100% REEF SAFE																
949355-02	31 Jan 2025	Receivable Invoice	MPO0242937		PB45061045GRHP250 - 235: GREEN POLYBAG DIE CUT HANDLE PRINTED 'PATIENT EFFECTS'  450MM X 610MM X 45UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	7.0000	93.5000	0.00	65.45	719.95	783.31	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949355-02	31 Jan 2025	Receivable Invoice	MPO0242937		"***SHIP WITH 949395/MPO0245021/949355-02/
MPO0242937/949210/MPO0236343/949399/MPO0245316***31/01/25"	1.0000	0.0000	0.00	0.00	0.00	783.31	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949395	31 Jan 2025	Receivable Invoice	MPO0245021		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	1,230.79	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949395	31 Jan 2025	Receivable Invoice	MPO0245021		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	11.0000	79.0000	0.00	86.90	955.90	1,230.79	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949395	31 Jan 2025	Receivable Invoice	MPO0245021		"***SHIP WITH 949395/MPO0245021/949355-02/
MPO0242937/949210/MPO0236343/949399/MPO0245316***31/01/25"	1.0000	0.0000	0.00	0.00	0.00	1,230.79	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949399	31 Jan 2025	Receivable Invoice	MPO0245316		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	1,065.90	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949399	31 Jan 2025	Receivable Invoice	MPO0245316		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	18.0000	39.9500	0.00	71.91	791.01	1,065.90	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949399	31 Jan 2025	Receivable Invoice	MPO0245316		"***SHIP WITH 949395/MPO0245021/949355-02/
MPO0242937/949210/MPO0236343/949399/MPO0245316***31/01/25"	1.0000	0.0000	0.00	0.00	0.00	1,065.90	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949432	06 Feb 2025	Receivable Invoice	MPO0247184		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	4.0000	35.0000	0.00	14.00	154.00	744.70	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949432	06 Feb 2025	Receivable Invoice	MPO0247184		PB450G60030YP250 - 219: 20L YELLOW CLINICAL WASTE 450 GUSSET X 600MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # YELLOW CLINICAL WASTE BAGS)	2.0000	28.8000	0.00	5.76	63.36	744.70	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949432	06 Feb 2025	Receivable Invoice	MPO0247184		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	12.0000	39.9500	0.00	47.94	527.34	744.70	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949426	06 Feb 2025	Receivable Invoice	MPO0246487		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	10.0000	79.0000	0.00	79.00	869.00	869.00	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949426	06 Feb 2025	Receivable Invoice	MPO0246487		**USE TNT  ACCOUNT WHEN SHIPPING OUT****	1.0000	0.0000	0.00	0.00	0.00	869.00	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949505	19 Feb 2025	Receivable Invoice	MPO0250832		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	11.0000	39.9500	0.00	43.95	483.40	1,265.50	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949505	19 Feb 2025	Receivable Invoice	MPO0250832		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	9.0000	79.0000	0.00	71.10	782.10	1,265.50	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949505	19 Feb 2025	Receivable Invoice	MPO0250832		**SHIP WITH ORDERS 949490/MPO0250248/949476/MPO0249698/949505/MPO0250832***19/02/25	1.0000	0.0000	0.00	0.00	0.00	1,265.50	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949490	19 Feb 2025	Receivable Invoice	MPO0250248		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	11.0000	39.9500	0.00	43.95	483.40	483.40	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949490	19 Feb 2025	Receivable Invoice	MPO0250248		**USE TNT FOR FREIGHT ***	1.0000	0.0000	0.00	0.00	0.00	483.40	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949490	19 Feb 2025	Receivable Invoice	MPO0250248		**SHIP WITH ORDERS 949490/MPO02502548/949476/MPO0249698/949505/MPO0250832**19/02/25**	1.0000	0.0000	0.00	0.00	0.00	483.40	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949476	19 Feb 2025	Receivable Invoice	MPO0249698		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	18.0000	79.0000	0.00	142.20	1,564.20	1,564.20	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949476	19 Feb 2025	Receivable Invoice	MPO0249698		**SEND ORDER WITH TNT ****	1.0000	0.0000	0.00	0.00	0.00	1,564.20	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949476	19 Feb 2025	Receivable Invoice	MPO0249698		**SHIP WITH ORDERS 949490/MPO0250248/949476/MPO0249698/949505/MPO0250832**19/02/25***	1.0000	0.0000	0.00	0.00	0.00	1,564.20	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949530	25 Feb 2025	Receivable Invoice	MPO0252431		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	12.0000	79.0000	0.00	94.80	1,042.80	1,317.69	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949530	25 Feb 2025	Receivable Invoice	MPO0252431		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	1,317.69	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949545	27 Feb 2025	Receivable Invoice	MPO0253317		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	20.0000	39.9500	0.00	79.90	878.90	917.40	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949545	27 Feb 2025	Receivable Invoice	MPO0253317		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	1.0000	35.0000	0.00	3.50	38.50	917.40	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949557	27 Feb 2025	Receivable Invoice	MPO0253681		PB450G60030YP250 - 219: 20L YELLOW CLINICAL WASTE 450 GUSSET X 600MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # YELLOW CLINICAL WASTE BAGS)	1.0000	28.8000	0.00	2.88	31.68	306.57	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949557	27 Feb 2025	Receivable Invoice	MPO0253681		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	306.57	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949517	05 Mar 2025	Receivable Invoice	MPO0251363		PB45061045GRHP250 - 235: GREEN POLYBAG DIE CUT HANDLE PRINTED 'PATIENT EFFECTS'  450MM X 610MM X 45UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	12.0000	93.5000	0.00	112.20	1,234.20	1,234.20	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949517	05 Mar 2025	Receivable Invoice	MPO0251363		**SEND WITH TNT FREIGHT ****	1.0000	0.0000	0.00	0.00	0.00	1,234.20	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949569	05 Mar 2025	Receivable Invoice	MPO0254075		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	9.0000	79.0000	0.00	71.10	782.10	852.28	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949569	05 Mar 2025	Receivable Invoice	MPO0254075		PB450G60030YP250 - 219: 20L YELLOW CLINICAL WASTE 450 GUSSET X 600MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # YELLOW CLINICAL WASTE BAGS)	1.0000	28.8000	0.00	2.88	31.68	852.28	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949569	05 Mar 2025	Receivable Invoice	MPO0254075		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	1.0000	35.0000	0.00	3.50	38.50	852.28	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949210-02	05 Mar 2025	Receivable Invoice	MPO0236343		PB45061045GRHP250 - 235: GREEN POLYBAG DIE CUT HANDLE PRINTED 'PATIENT EFFECTS'  450MM X 610MM X 45UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	1.0000	93.5000	0.00	9.35	102.85	102.85	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949589	05 Mar 2025	Receivable Invoice	MPO0255199		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	1.0000	35.0000	0.00	3.50	38.50	928.62	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949589	05 Mar 2025	Receivable Invoice	MPO0255199		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	14.0000	39.9500	0.00	55.93	615.23	928.62	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949589	05 Mar 2025	Receivable Invoice	MPO0255199		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	928.62	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949597	11 Mar 2025	Receivable Invoice	MPO0255883		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	9.0000	79.0000	0.00	71.10	782.10	782.10	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949597	11 Mar 2025	Receivable Invoice	MPO0255883		**SHIP WITH ORDER 949614/MPO0256946/949597/MPO0255883***11/03/25**	1.0000	0.0000	0.00	0.00	0.00	782.10	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949614	11 Mar 2025	Receivable Invoice	MPO0256946		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	1,056.99	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949614	11 Mar 2025	Receivable Invoice	MPO0256946		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	9.0000	79.0000	0.00	71.10	782.10	1,056.99	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949614	11 Mar 2025	Receivable Invoice	MPO0256946		**SHIP WITH ORDER 949614/MPO0256946/949597/MPO0255883***11/03/25**	1.0000	0.0000	0.00	0.00	0.00	1,056.99	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949618	12 Mar 2025	Receivable Invoice	MPO0257402		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	13.0000	38.6400	0.00	50.23	552.55	552.55	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949629	18 Mar 2025	Receivable Invoice	MPO0258340		PB450G60030YP250 - 219: 20L YELLOW CLINICAL WASTE 450 GUSSET X 600MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # YELLOW CLINICAL WASTE BAGS)	1.0000	28.8000	0.00	2.88	31.68	813.78	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949629	18 Mar 2025	Receivable Invoice	MPO0258340		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	9.0000	79.0000	0.00	71.10	782.10	813.78	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949648	18 Mar 2025	Receivable Invoice	MPO0259196		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	345.07	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949648	18 Mar 2025	Receivable Invoice	MPO0259196		PB450G60030YP250 - 219: 20L YELLOW CLINICAL WASTE 450 GUSSET X 600MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # YELLOW CLINICAL WASTE BAGS)	1.0000	28.8000	0.00	2.88	31.68	345.07	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949648	18 Mar 2025	Receivable Invoice	MPO0259196		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	1.0000	35.0000	0.00	3.50	38.50	345.07	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949657	19 Mar 2025	Receivable Invoice	MPO0259771		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	19.0000	38.6400	0.00	73.42	807.58	807.58	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949675	31 Mar 2025	Receivable Invoice	MPO0260417		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	2.0000	249.9000	0.00	49.98	549.78	1,505.68	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949675	31 Mar 2025	Receivable Invoice	MPO0260417		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	11.0000	79.0000	0.00	86.90	955.90	1,505.68	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949675	31 Mar 2025	Receivable Invoice	MPO0260417		****SHIP WITH ORDERS 949675/MPO0260417/949703/MPO0261551/949713/MPO0262229/949734/MPO0263094****	1.0000	0.0000	0.00	0.00	0.00	1,505.68	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949703	31 Mar 2025	Receivable Invoice	MPO0261551		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	2.0000	249.9000	0.00	49.98	549.78	1,431.95	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949703	31 Mar 2025	Receivable Invoice	MPO0261551		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	801.9700	0.00	80.20	882.17	1,431.95	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4070	Freight Outgoing
949703	31 Mar 2025	Receivable Invoice	MPO0261551		**FREIGHT LINE ADDED AS WE WERE CHARGED FOR FREIGHT ON TNT ACCOUNT***	1.0000	0.0000	0.00	0.00	0.00	1,431.95	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949703	31 Mar 2025	Receivable Invoice	MPO0261551		**AS PER EMAIL WITH SHANE AND STEVE TO ADD THIS TO THIS INVOICE***28/03/25	1.0000	0.0000	0.00	0.00	0.00	1,431.95	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949703	31 Mar 2025	Receivable Invoice	MPO0261551		****SHIP WITH ORDERS 949675/MPO0260417/949703/MPO0261551/949713/MPO0262229/949734/MPO0263094****	1.0000	0.0000	0.00	0.00	0.00	1,431.95	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949713	31 Mar 2025	Receivable Invoice	MPO0262229		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	12.0000	39.9500	0.00	47.94	527.34	527.34	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949713	31 Mar 2025	Receivable Invoice	MPO0262229		****SHIP WITH ORDERS 949675/MPO0260417/949703/MPO0261551/949713/MPO0262229/949734/MPO0263094****	1.0000	0.0000	0.00	0.00	0.00	527.34	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949734	31 Mar 2025	Receivable Invoice	MPO0263094		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	14.0000	79.0000	0.00	110.60	1,216.60	1,216.60	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949734	31 Mar 2025	Receivable Invoice	MPO0263094		**SHIP WITH ORDERS 949675/MPO0260417/949703/MPO0261551/949713/MPO0262229/949734/MPO0263094****	1.0000	0.0000	0.00	0.00	0.00	1,216.60	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949754	03 Apr 2025	Receivable Invoice	MPO0264598		PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	2.0000	63.8500	0.00	12.77	140.47	1,613.81	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949754	03 Apr 2025	Receivable Invoice	MPO0264598		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	12.0000	39.9500	0.00	47.94	527.34	1,613.81	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949754	03 Apr 2025	Receivable Invoice	MPO0264598		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	5.0000	79.0000	0.00	39.50	434.50	1,613.81	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949754	03 Apr 2025	Receivable Invoice	MPO0264598		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	2.0000	35.0000	0.00	7.00	77.00	1,613.81	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949754	03 Apr 2025	Receivable Invoice	MPO0264598		PB770G95032BK 102870 - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	5.0000	79.0000	0.00	39.50	434.50	1,613.81	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949766	03 Apr 2025	Receivable Invoice	MPO0265038		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	1,097.69	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949766	03 Apr 2025	Receivable Invoice	MPO0265038		PB45061045GRHP250 - 235: GREEN POLYBAG DIE CUT HANDLE PRINTED 'PATIENT EFFECTS'  450MM X 610MM X 45UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	8.0000	93.5000	0.00	74.80	822.80	1,097.69	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
949733	16 Apr 2025	Receivable Invoice	MPO0267298		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	17.0000	37.0000	0.00	62.90	691.90	691.90	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949733	16 Apr 2025	Receivable Invoice	MPO0267298		**SHIP WITH STARTRACK***	1.0000	0.0000	0.00	0.00	0.00	691.90	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949733	16 Apr 2025	Receivable Invoice	MPO0267298		"SHIP WITH ORDER949733/MPO0267298/949779/MPO0265986/
949835/MPO0268394**16/04/25"	1.0000	0.0000	0.00	0.00	0.00	691.90	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949779	16 Apr 2025	Receivable Invoice	MPO0265986		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	274.89	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949779	16 Apr 2025	Receivable Invoice	MPO0265986		**SHIP ORDER WITH STAR TRACK**	1.0000	0.0000	0.00	0.00	0.00	274.89	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949779	16 Apr 2025	Receivable Invoice	MPO0265986		"SHIP WITH ORDER949733/MPO0267298/949779/MPO0265986/
949835/MPO0268394***16/04/25**"	1.0000	0.0000	0.00	0.00	0.00	274.89	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949835	16 Apr 2025	Receivable Invoice	MPO0268394		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	16.0000	79.0000	0.00	126.40	1,390.40	1,390.40	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949835	16 Apr 2025	Receivable Invoice	MPO0268394		"SHIP WITH ORDER949733/MPO0267298/949779/MPO0265986/
949835/MPO0268394**16/04/25***"	1.0000	0.0000	0.00	0.00	0.00	1,390.40	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
949868	29 Apr 2025	Receivable Invoice	MPO0269584		PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	16.0000	39.9500	0.00	63.92	703.12	1,265.72	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
949868	29 Apr 2025	Receivable Invoice	MPO0269584		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	1.0000	249.9000	0.00	24.99	274.89	1,265.72	0.00	7353	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
